Month,Total Cash Flow,Remaining Balance,Remaining Mortgages,Pool Factor
56,1291485039.8689978,257890660638.04868,574.2106895822559,1.0229121295901369
57,1291990987.467384,257995559160.24133,570.1139265032474,1.02332820503258
58,1292497237.1982472,258100519625.6143,566.015497042092,1.0237445261699636
59,1293003789.2232518,258205542067.3946,561.9154002147812,1.0241610931340812
60,1293510643.7041504,258310626518.82748,557.8136350367793,1.0245779060567983
61,1294017800.8027847,258415773013.17648,553.7102005230217,1.0249949650700538
62,1294525260.681085,258520981583.72333,549.6050956879162,1.0254122703058577
63,1295033023.5010712,258626252263.768,545.4983195453412,1.0258298218962933
64,1295541089.4248507,258731585086.62878,541.3898711086466,1.026247619973516
65,1296049458.614621,258836980085.6422,537.2797493906527,1.0266656646697536
66,1296558131.2326684,258942437294.1631,533.1679534036504,1.0270839561173069
67,1297067107.441368,259047956745.56454,529.0544821594005,1.0275024944485485
68,1297576387.4031847,259153538473.23798,524.9393346691342,1.027921279795924
69,1298085971.2806714,259259182510.59314,520.8225099435515,1.028340312291952
70,1298595859.2364707,259364888891.05807,516.7040069928222,1.0287595920692234
71,1299106051.4333153,259470657648.07916,512.583824826585,1.0291791192604014
72,1299616548.034026,259576488815.1212,508.4619624539471,1.029598893998223
73,1300127349.2015138,259682382425.66718,504.3384188834842,1.030018916415497
74,1300638455.0987782,259788338513.21863,500.21319312324016,1.0304391866451057
75,1301149865.8889096,259894357111.29535,496.0862841807265,1.0308597048200039
76,1301661581.7350862,260000438253.43558,491.9576910629224,1.0312804710732197
77,1302173602.8005767,260106581973.1959,487.8274127762741,1.0317014855378537
78,1302685929.2487397,260212788304.15134,483.695448326695,1.03212274834708
79,1303198561.2430232,260319057279.8953,479.56179671956494,1.032544259634145
80,1303711498.9469638,260425388934.03964,475.42645695973016,1.032966019532369
81,1304224742.5241892,260531783300.21466,471.289428051503,1.033388028175145
82,1304738292.1384168,260638240412.0691,467.15070899866157,1.0338102856959395
83,1305252147.9534528,260744760303.2701,463.01029880444935,1.0342327922282915
84,1305766310.1331947,260851343007.50336,458.86819647157506,1.0346555479058137
85,1306280778.841629,260957988558.47296,454.7244010022123,1.0350785528621922
86,1306795554.2428322,261064696989.90155,450.5789113979992,1.0355018072311863
87,1307310636.5009713,261171468335.5302,446.4317266600383,1.0359253111466287
88,1307826025.7803032,261278302629.11856,442.28284578889605,1.0363490647424254
89,1308341722.2451746,261385199904.4447,438.1322677846026,1.0367730681525553
90,1308857726.0600228,261492160195.3053,433.9799916466516,1.0371973215110721
91,1309374037.3893754,261599183535.51553,429.8260163739998,1.0376218249521019
92,1309890656.39785,261706269958.90915,425.6703409650666,1.038046578609845
93,1310407583.2501545,261813419499.3384,421.51296441773417,1.0384715826185744
94,1310924818.1110873,261920632190.6742,417.35388572934676,1.0388968371126381
95,1311442361.1455376,262027908066.8059,413.1931038967106,1.0393223422264568
96,1311960212.5184844,262135247161.64157,409.03061791609366,1.0397480980945248
97,1312478372.3949978,262242649509.1078,404.8664267832251,1.040174104851411
98,1312996840.9402378,262350115143.14978,400.7005294932952,1.0406003626317575
99,1313515618.319456,262457644097.73138,396.53292504095504,1.0410268715702802
100,1314034704.6979942,262565236406.83505,392.3636124203161,1.0414536318017693
101,1314554100.2412844,262672892104.46188,388.19259062495,1.0418806434610886
102,1315073805.1148503,262780611224.63162,384.0198586478883,1.0423079066831757
103,1315593819.4843056,262888393801.3827,379.8454154816222,1.0427354216030427
104,1316114143.5153558,262996239868.77213,375.669260118102,1.0431631883557755
105,1316634777.3737967,263104149460.87567,371.4913915487371,1.043591207076534
106,1317155721.2255147,263212122611.78778,367.3118087643956,1.0440194779005523
107,1317676975.2364883,263320159355.62155,363.1305107554039,1.0444480009631383
108,1318198539.572786,263428259726.50885,358.94749651154655,1.0448767763996751
109,1318720414.4005685,263536423758.60022,354.7627650220658,1.045305804345619
110,1319242599.8860865,263644651486.06494,350.5763152756616,1.0457350849365008
111,1319765096.1956828,263752942943.09106,346.38814626049094,1.0461646183079263
112,1320287903.495791,263861298163.8853,342.1982569641677,1.0465944045955748
113,1320811021.9529364,263969717182.67328,338.0066463737624,1.0470244439352008
114,1321334451.7337356,264078200033.69922,333.8133134758019,1.0474547364626323
115,1321858193.0048966,264186746751.22623,329.6182572562691,1.0478852823137728
116,1322382245.9332185,264295357369.53616,325.42147670060245,1.0483160816245995
117,1322906610.6855922,264404031922.92972,321.22297079369594,1.0487471345311647
118,1323431287.4290004,264512770445.72635,317.0227385198986,1.049178441169595
119,1323956276.330517,264621572972.26437,312.82077886301437,1.049610001676092
120,1324481577.557308,264730439536.90094,308.61709080630163,1.0500418161869318
121,1325007191.276631,264839370174.012,304.41167333247296,1.050473884838465
122,1325533117.6558352,264948364917.99237,300.2045254236949,1.0509062077671172
123,1326059356.8623614,265057423803.25577,295.9956460615876,1.051338785109389
124,1326585909.0637436,265166546864.2347,291.7850342272245,1.0517716170018552
125,1327112774.4276054,265275734135.38068,287.5726889011321,1.0522047035811666
126,1327639953.1216645,265384985651.164,283.3586090632895,1.0526380449840478
127,1328167445.3137298,265494301446.07388,279.1427936931284,1.053071641347299
128,1328695251.171702,265603681554.6185,274.9252417695325,1.0535054928077954
129,1329223370.8635743,265713126011.32492,270.70595227083726,1.053939599502487
130,1329751804.5574322,265822634850.73917,266.4849241748298,1.054373961568399
131,1330280552.4214535,265932208107.42618,262.2621564587484,1.0548085791426318
132,1330809614.623907,266041845815.96985,258.03764809928214,1.0552434523623613
133,1331338991.3331559,266151548010.97305,253.81139807257088,1.0556785813648377
134,1331868682.7176542,266261314727.05765,249.5834053542047,1.0561139662873875
135,1332398688.9459488,266371145998.86447,245.3536689192237,1.0565496072674119
136,1332929010.1866794,266481041861.05334,241.12218774211772,1.0569855044423877
137,1333459646.6085782,266591002348.3031,236.88896079682596,1.057421657949867
138,1333990598.3804688,266701027495.31158,232.65398705673672,1.0578580679274772
139,1334521865.6712692,266811117336.7957,228.41726549468717,1.0582947345129212
140,1335053448.649989,266921271907.4913,224.17879508296292,1.0587316578439776
141,1335585347.4857302,267031491242.1534,219.9385747932978,1.0591688380585007
142,1336117562.347689,267141775375.55603,215.6966035968735,1.05960627529442
143,1336650093.4051533,267252124342.49225,211.45288046431935,1.0600439696897404
144,1337182940.827504,267362538177.77426,207.20740436571194,1.0604819213825436
145,1337716104.7842155,267473016916.23328,202.96017427057484,1.0609201305109857
146,1338249585.4448543,267583560592.7197,198.71118914787834,1.0613585972132993
147,1338783382.9790804,267694169242.10297,194.46044796603908,1.0617973216277925
148,1339317497.5566473,267804842899.2717,190.20794969291978,1.0622363038928497
149,1339851929.3474014,267915581599.1336,185.9536932958289,1.0626755441469309
150,1340386678.5212817,268026385376.61554,181.69767774152047,1.0631150425285716
151,1340921745.2483206,268137254266.6635,177.43990199619353,1.0635547991763838
152,1341457129.6986449,268248188304.2427,173.1803650254921,1.0639948142290554
153,1341992832.0424733,268359187524.3375,168.91906579450475,1.0644350878253503
154,1342528852.4501188,268470251961.9514,164.65600326776422,1.0648756201041085
155,1343065191.0919874,268581381652.1071,160.39117640924727,1.0653164112042461
156,1343601848.1385784,268692576629.84656,156.12458418237426,1.0657574612647556
157,1344138823.7604854,268803836930.23096,151.85622555000893,1.0661987704247053
158,1344676118.1283948,268915162588.34064,147.586099474458,1.06664033882324
159,1345213731.4130878,269026553639.2752,143.31420491747093,1.0670821665995807
160,1345751663.7854376,269138010118.15353,139.0405408402396,1.0675242538930252
161,1346289915.4164124,269249532060.1137,134.76510620339803,1.0679666008429467
162,1346828486.4770741,269361119500.3131,130.48789996702203,1.0684092075887959
163,1347367377.138578,269472772473.9284,126.2089210906289,1.068852074270099
164,1347906587.5721729,269584491016.15552,121.92816853317716,1.0692952010264598
165,1348446117.9492033,269696275162.20972,117.64564125306619,1.0697385879975576
166,1348985968.4411056,269808124947.32553,113.36133820813598,1.0701822353231487
167,1349526139.2194116,269920040406.75687,109.07525835566676,1.0706261431430664
168,1350066630.4557474,270032021575.7769,104.78740065237878,1.07107031159722
169,1350607442.3218317,270144068489.67816,100.49776405443191,1.071514740825596
170,1351148574.9894786,270256181183.77258,96.2063475174254,1.0719594309682576
171,1351690028.630597,270368359693.3914,91.91314999639752,1.0724043821653444
172,1352231803.4171884,270480604053.88522,87.61817044582531,1.0728495945570735
173,1352773899.5213504,270592914300.6241,83.32140781962423,1.0732950682837383
174,1353316317.1152737,270705290468.99744,79.02286107114786,1.0737408034857092
175,1353859056.3712442,270817732594.41403,74.7225291531876,1.074186800303434
176,1354402117.4616425,270930240712.30212,70.42041101797234,1.0746330588774373
177,1354945500.5589428,271042814858.10934,66.1165056171682,1.0750795793483205
178,1355489205.8357148,271155455067.3028,61.810811901878175,1.075526361856762
179,1356033233.4646227,271268161375.36902,57.50332882264184,1.0759734065435183
180,1356577583.6184251,271380933817.814,53.19405532943505,1.0764207135494217
181,1357122256.469976,271493772430.16318,48.88299037166962,1.0768682830153826
182,1357667252.192223,271606677247.96152,44.57013289819301,1.0773161150823887
183,1358212570.9582102,271719648306.77344,40.25548185728804,1.0777642098915046
184,1358758212.9410756,271832685642.18286,35.93903619667256,1.078212567583872
185,1359304178.3140523,271945789289.79324,31.620794863499153,1.0786611883007113
186,1359850467.2504687,272058959285.2275,27.300756804354805,1.0791100721833187
187,1360397079.9237483,272172195664.12817,22.978920965260613,1.0795592193730685
188,1360944016.5074086,272285498462.1573,18.655286291671473,1.0800086300114133
189,1361491277.1750646,272398867714.99643,14.329851728475763,1.080458304239882
190,1362038862.1004245,272512303458.34674,10.002616219995035,1.0809082422000822
191,1362586771.4572928,272625805727.92896,5.6735787099837065,1.0813584440336979
192,1363135005.4195688,272739374559.48337,1.3427381416287458,1.0818089098824921
193,1363696872.797417,272853009988.7699,0.0,1.0822596398883044
